,Tweet
5019,"The most anticipated military reforms is here. #Agnipath will not only increase competitiveness but also create inclusive participation in defence forces #ASAHI #SheHulk #GraciasCasemiro #LISA #cryptocurrency #Phyna𓃵
#internetdown #UEMRvGS #yansh
https://t.co/cQpKDF9spK"
5020,"@ColAmitkumar You are correct.
Most of the so-called defence correspondents of major dailies &amp; TV channels are acting as mouthpieces of the Govt.
Very few have analysed the  #agnipathscheme and advised the nation about its fallout."
5021,"🔔Indian Army Agniveers Women Rally Recruitment 2022.
#navjeevansciencegroup #navjeevandefenceacademy #Agniveer #agniveer #agniveers #agniveerrecruitment2022 #agniveer🔥 #agniveerarmy #agniveerarmy #agniveerarmyrallyjaipur2022 #agniveerarmynotification2022 https://t.co/NloKt6oAGx"
5022,"The most anticipated military reforms is here. #Agnipath will not only increase competitiveness but also create inclusive participation in defence forces #ASAHI #SheHulk #GraciasCasemiro #LISA #cryptocurrency #Phyna𓃵
#internetdown #UEMRvGS #yansh
https://t.co/wSHxecTvYW"
5023,"Ask the thugs of #bjp and #rss 
How many of their children are working on contract employment?
How many of their children have enrolled for #Agniveer ?

#bjplies #bjpfails #modimadedisaster 

https://t.co/vbLPBCeksh"
5024,"&lt;strong&gt;Indian Army starts recruiting Agniveers in Uttarakhand &lt;/strong&gt; https://t.co/G5eIgNBSG9 
#IndianArmy #agniveerrecruitment2022 #uttarakhandnews #AgnipathRecruitmentScheme #agnipathscheme"
5025,"The most anticipated military reforms is here. #Agnipath will not only increase competitiveness but also create inclusive participation in defence forces 
#AgnipathGameChanger https://t.co/es4ButYw6v"
5026,"If you want to learn, earn and serve the nation, then become a #Agniveer.
#AgnipathGameChanger https://t.co/VKEkYCFZSu"
5027,"This Issue Brief by @LaxmanKBehera &amp; Gp. Capt. Vinay Kaushal (Retd) outlines the financial case for #Agnipath, other than the often-cited imperative of infusing youth into the forces. https://t.co/gbpTmME3Ef"
5028,"Government launches the #AGNIPATH scheme through which Youth can serve the armed forces for four years and avail SEVA NIDHI to pursue their ambitions. 
#AgnipathGameChanger"
5029,"Where are the women activists? Why no women in #Agnipath. Where is @smritiirani, @M_Lekhi and @rashtrapatibhvn @IndiaToday
Agnipath recruitment rally: ‘Serving for 4 yrs is better than sitting unemployed at home’ https://t.co/Vae9Qta6Uk via @IndianExpress"
5030,"The lecture was organised under the regularly conducted motivational series for youth by the #IndianArmy. 
The youth motivated to enrol through 
#Agnipath
#AgnipathGameChanger
#Agnipath 
#PINKVENOM 
#ختام_سكربت 
#orages https://t.co/Mh2oQ9GZwX"
5031,"A true friend will always choose to walk beside you
#IndianArmy, a symbol of friendship and peace. #AgnipathScheme #Agniveer #الهلال_الميريا #هيلدر_كوستا #رامي_عياش #السعوديه_مصر https://t.co/0o2m6FSNbZ"
5032,"When the IAF claims that it has received 2 lakh applications in response to their #Agnipath advertisement, it is not a matter a pride, but shame that we continue to push our young towards desperation.

First Person | Ruse of the Reforms https://t.co/KCcDeVIYNP"
5033,#Agniveer by hook or crook!  https://t.co/H6waWo9QlN
5034,"@girishbarmans @PolitiCrooks And will breed like rabbit.
More people for #agniveer"
5035,"#Agnipath : “We are poor, we need income to run our homes. Serving in the Army for four years is better than sitting unemployed at home. We can always do some other work after getting an Army stamp,” : An Agniveer aspirant ."
5036,"Having announced #Agnipath to reform the recruitment of soldiers, the government now needs to bring in a similar scheme to reform the officer cadre, which, given its size, structure &amp; age profile, is ripe for reform: @LaxmanKBehera &amp; @Vinay_AFkaushal https://t.co/6Y4KoHsch0"
5037,"The #Spirit of #Festival #dahihandi2022 😂😂
#Agniveer 🚩🔥 https://t.co/bMB56Vc1Ox"
5038,"#PTM With Tata Punch 🤣🔥
Parents after PTM 😝
#Agniveer @TataMotors @TataCompanies @TataPunchClub https://t.co/5U4IuATcKT"
5039,Self made quantum tech arrives for #Agniveer #IndianDefenceForces @adgpi @indiannavy @IAF_MCC https://t.co/6avFeqks9n
5040,"#Aurangabad: Youth collapses during 1.6km #run for #Agniveer selection, dies in #hospital

#AgnipathScheme #death #Maharashtra #ARMY2022
#AgniveerRecruitment2022 #fitness  #AgnipathRecruitmentScheme 
 https://t.co/hagzTxwl16"
5041,"@Humanity_Stock @SpiritOfCongres @EVKSElangovan @INCIndia All they need to do is be active ... Take up the #price_hike, #inflation , #unemployment , #BilkisBano , #Agniveer,  and lot more 

All they do is ... https://t.co/eIOKCMktDN"
5042,"Haryana #Agniveer recruitment: 14 candidates caught with forged admit cards
https://t.co/VAzOwEj1Lf"
5043,"@RLDparty @jayantrld 2 years of hard work and 3 years of wait all gone in vain
So called officers in AC offices came out with #agnipathscheme and cancelled pending recruitments
How one the earth is this acceptable
Justice will look and our last hope #JusticeForArmyAirforceStudents"
5044,"A recruitment rally will be organised in Ambala to enlist Agniveers to the Indian Army under the Agnipath scheme.
#indiandefenseforces #indianarmy #recruitment #defencerecruitment #india #news #army #agnipath #agniveer #indiandefence #military #soldiers #mission https://t.co/eUcq67ln65"
5045,"#IndianArmy
#Agniveer
Recruitment Rally (19 Aug - 08 Sep) for 12 districts of #UttarPradesh commenced at Fatehgarh. 4500 aspirants screened on the first day !
@adgpi
@DefProLko https://t.co/JNcWbWj4AO"
5046,"#IndianArmy
#Agniveer 
Recruitment Rally (19-31 Aug) commenced at #Kotdwar for seven districts of #Uttarakhand.  4944 aspirants participated with great enthusiasm on the first day !
@adgpi https://t.co/qak5UFv5J6"
5047,"#AgnipathRecruitmentRally was held at Hisar on 18 Aug 22. Lt Gen Vijay B Nair, COS Western Command witnessed the recuitment rally under Maj Gen Ranjan Mahajan, ZRO Ambala. The enthusiasm for the #AgnipathScheme was evident in the ""josh of candidates"".

#IndianArmy 
@adgpi https://t.co/xSwzuY6twL"
5048,"In just 37 districts 4,52,402 candidates have paid ₹ 11,31,00,500 as fee for #AgnipathRecruitmentScheme . Online application for AROs #Lucknow, #Amethi and #Varanasi still on. 

Total #Agniveer vacancy for entire country is 46,000.

#Data_speaks https://t.co/6fCo5FSs24 https://t.co/87WU8SxOtd"
5049,"#Armyrecruitment rally of #UttarPradesh for enrollment of #Agniveers has kick started. On Friday ARO Bareilly organized the 1st rally in Fatehgarh Cantt &amp; more than 2,800 appeared. In total 4.52 lakh youth have applied for #Agnipath scheme from 37 districts of UP from 3 AROs. https://t.co/vjPyRbOfO3"
5050,"#Armyrecruitment rally of #UttarPradesh for enrollment of #Agniveers has kick started. On Friday ARO Bareilly organized the 1st rally in Fatehgarh Cantt &amp; more than 2,800 appeared. In total 4.52 lakh youth have applied for #Agnipath scheme from 37 districts of UP from 3 AROs https://t.co/HecOswkBVp"
5051,"The youngsters had been arrested for impersonating as candidates in the physical test conducted in Fatehabad district on Friday morning
#Agnipath #Agniveer #agniveerrecruitment2022 #statesmannews 

https://t.co/18LRpUrTYS"
5052,"This boy who has completed his +2 came for character certificate today ,at first I was reluctant to give ,then he said he is applying for #Agniveer ,got all the praises and wishes from me ,I wish he gets the job .🥰 https://t.co/u2z95oYWim"
5053,"#AGNIPATH UPDATE

5853 candidates from 8 Tehsils of #Chamoli were registered to undergo screening on the 1st day of Army Recruitment Rally that began in Kotdwar on 19 Aug, 2022. 4944 candidates appeared for the rally, which covers 7 districts of #Uttarakhand under ARO Lansdowne. https://t.co/6i4wIdX9Sn"
5054,"#Agnipath will help make India’s armed forces younger and #tech-savvy, and will free up precious resources that can be used for much-needed defence modernisation: @LaxmanKBehera &amp; @Vinay_AFkaushal https://t.co/gbpTmME3Ef"
5055,"JOIN WARRIORSCREED DEFENCE CAREER ACADEMY,BHUBANESWAR
Call-9903429583/9903459583 for more details
#AzadiKaAmritMahotsav #cbseclass10 #cbseresult2022 #Bhubaneswar #Cuttack #Odisha #Agniveer #ARMY #Navy #airforce https://t.co/M6dEf0dW0W"
5056,"Fourteen cases of aspirants allegedly using fake documents have been found during the #Agniveer recruitment rally under the #AgnipathRecruitmentScheme in Hisar.

https://t.co/z5VLAKZTv8"
5057,"20 year old youth, who along with his brother had come to the #Aurangabad to participate in the ongoing #Agniveer recruitment, fell unconscious during the last few mtrs of the 1,600m run and died hours later at a hospital. Medical experts said, Karan Pawar, died of heart failure https://t.co/GVsFqxgFD6"
5058,"This Issue Brief by @LaxmanKBehera &amp; Gp. Capt. Vinay Kaushal (Retd) outlines the financial case for #Agnipath, other than the often-cited imperative of infusing youth into the forces. https://t.co/GKZmdlRuzC"
5059,"#Haryana #Agniveer recruitment: 14 candidates caught with forged admit cards 

https://t.co/kWF3fk77L5"
5060,"Under the #AgnipathScheme, 14 cases of candidates using fake documents to get inducted into the Indian Army were caught at Haryana's Hisar on Friday.

https://t.co/x4UMdr1pbH"
5061,"A 22-year-old man died on Thursday, August 18, hours after collapsing while running as part of a physical test for the 'Agnipath' defence recruitment scheme in Aurangabad city of Maharashtra, a police official said.

#agnipathscheme #agniveers #maharashtra #physicaltest https://t.co/9MwiyszJb1"
5062,@IndiaHistorypic Just imagine Anna Hazare a soldier without pension turn table and given sleepless nights to mighty politician what would be thousands of #Agniveer potential to realignment of political system of India? #AnnaHazare  replica definately unlikely to be satisfied with one Thapad.
5063,"Follow AAA for more updates.
#AgnipathScheme #Agniveer #fakedocuments #Delhi #ManishSisodia #CBI #ED #Vanarasi #Gangariver #News #UttarPradesh https://t.co/w6pTMjeCHw"
5064,"Angiveer rally: 14 aspirants caught using fake documents

https://t.co/aN9PXTisf6

#AgnipathScheme"
5065,Alarming! Heart attack in a health 20 year old who was running for #Agniveer selection!! Case history of previous health issues is required. But #COVID19 could also be a silent killer… that we are ignoring again! https://t.co/FNmE9H2mxr
5066,"#Aurangabad: Youth collapses during 1.6km run for #Agniveer selection, dies in hospital 

Read: https://t.co/saIQ6mu8YF https://t.co/7N5r2kQPEd"
5067,"#JustAsking a few Qs 

- Who wants your Security Forces filled with weak people who could not be selected in other Govt jobs?

-Who wants females in your Defense Forces, when lakhs of unemployed men are waiting?

Surely not friends of our country 
#AgnipathScheme 
Girls in NDA https://t.co/WWf47XPaV9"
5068,"Just a Q #Agnipath 

Why do we need young #IndianArmy?

If country can't give pension, then why don't we have same terms and conditions for all Govt jobs. Let everyone retire at 60 years. 

Hope acceptable to all 🤔🤔
@PMOIndia 
@rajnathsingh https://t.co/kk4hu5HZem"
5069,"#AgnipathScheme will have long term effects on national security. 

Better to think again, use it as test bed in other organizations like #IAS #IPS and analyze the outcome. 

When Army fails, nothing survives eg #Afganistan #Syria etc

Think before it is too late 
@PMOIndia"
5070,"#AgnipathScheme 

 The Govt will also benefit by getting an abundant supply of trained manpower for induction into various posts in CPOs/defence civilian organizations. The scheme, therefore, should be implemented in its entirety without any delay."
5071,"#AgnipathScheme 

Scheme of lateral shift of Defence Forces personnel in CPOs will not only result in substantial financial savings for the Govt but will also guarantee a life time employment to the Defence Forces personnel."
5072,"#AgnipathScheme 

6th Pay Commission says👇 100% lateral entry 

2.4.7 This scheme will not only make available sufficient number of trained manpower for CPOs as well as defence civilian organisations but will also curtail the pension bill of the Government significantly."
5073,"There are better ways to save money than implementing flawed #AgnipathScheme 

National Security is not a lowest bidder contract, when #IndianArmy is neglected or experimented then 1962 happens. 

Time to think. https://t.co/TQgqiambrE"
5074,"We have witnessed extraordinary and sacrificial service by our Armed Forces — too good to squander by confusing our military’s purpose with those of individuals who don’t pay in blood for their errors.

Present #AgnipathScheme is meant to add glamour to portfolios only https://t.co/pOVi0URVGX"
5075,"#TourOfDuty can be made an excellent scheme for everyone ie a totally WIN WIN situation for the country and all departments, if and only IF , #Agnipath is made mandatory requirement for applying for all Govt jobs including PMF, Police, peon to IAS.

@PMOIndia https://t.co/MnklbsfcIi"
5076,"All departments and services will benefit with fully trained officers and men, joining them after 4 years #Agnipath 

And the best people will opt for #Agnipath scheme due to assured career after 4 years. 

#Agnipath should be for officers also and not for Soldiers only. https://t.co/9vsUH961jr"
5077,"After #TourOfDuty of 4 years, all Govt jobs will be filled up by 30000 fit, patriotic, combat experienced, motivated #Agniveer for whom it  will be always #NationFirst

Govt will not only save on pension but can reduce the recruitment, training period costs in other services. https://t.co/L0UtXjcwbj"
5078,"One point to ponder 

Why do we need so many recruitment agencies ie separate for Defense, BSF,CRPF, Police  and other forces ?
Why can't we have one recruitment agency for #Agnipath and after 4 years, side step trained #Agniveer to other organizations ? https://t.co/LD6tbodWeq"
5079,"Must listen to this to understand why people are against this #AgnipathScheme and how can the Govt clarify these doubts to make this a Win Win Scenario for the Defense Forces, National Security and all Govt organizations 
https://t.co/SeQ15JVPTB"
5080,"Aapki baat mein kaafi dam hai, par naukri ki line mein khade yuva ke liye baar baar line mein khada hona to zulum hua na?

#IndianArmy under #AgnipathScheme will be the last choice for anyone looking for Govt jobs.  Check it out https://t.co/dqMJHHrrtE"
